customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage,Pension,Savings
58000,44,17,44,0,0,0,0,59,54296,4,38,48,1,3,0,0,11,29,0,1,1,1
58000,44,17,44,0,0,0,0,59,54296,4,38,48,1,3,0,0,11,29,0,1,1,1
58012,43,7,43,0,0,0,0,57,54395,4,5,12,2,0,0,0,12,30,0,1,1,1
58015,35,6,35,1,0,0,0,60,54357,6,27,36,1,0,0,0,9,29,0,1,1,1
58033,61,31,61,0,0,0,0,42,54358,4,19,24,4,2,0,0,17,39,0,1,1,1
58034,39,12,39,0,0,0,0,58,54393,5,-4,0,2,0,0,0,10,30,0,1,1,1
58042,19,0,19,0,0,0,0,70,54373,4,35,48,0,0,3,2,6,22,13.281,0,0,0
58049,57,29,57,0,0,0,0,50,54380,2,-3,0,3,1,0,0,13,36,0,1,1,1
58059,39,7,39,1,0,0,0,33,54418,2,11,24,6,0,0,0,17,48,0,1,1,1
58069,49,15,49,0,0,0,0,70,54351,3,30,36,0,4,0,8,13,16,15.184,0,0,0
58091,39,9,39,1,0,0,0,35,54446,5,22,24,6,3,4,1,13,50,7.768,0,0,0
58097,36,4,36,0,0,1,0,61,54382,5,10,12,1,3,3,1,7,30,9.499,0,0,0
58117,32,5,32,1,0,0,0,45,54419,5,38,48,4,1,0,0,14,39,0,1,1,1
58120,58,32,58,0,0,0,0,50,54424,5,37,48,3,0,0,0,15,34,0,1,1,1
58120,58,32,58,0,0,0,0,50,54424,5,37,48,3,0,0,0,15,34,0,1,1,1
58121,42,12,42,1,0,0,0,65,54413,6,30,36,0,2,0,0,12,22,0,1,1,1
58126,32,3,32,1,0,0,0,61,54448,2,27,36,1,0,3,3,8,30,10.921,0,0,0
58141,41,11,41,0,0,0,0,56,54418,4,24,36,2,2,0,0,16,26,0,1,1,1
58143,36,4,36,1,0,0,0,61,54418,6,22,24,1,1,3,2,13,24,8.663,0,0,0
58157,30,0,30,0,0,0,0,60,54428,7,0,12,1,4,0,0,9,30,0,1,1,1
58159,63,34,63,1,0,0,0,67,54392,3,36,48,0,3,3,10,6,26,17.394,0,0,0
58160,35,7,35,1,0,0,0,57,54434,4,14,24,2,0,0,0,9,32,0,1,1,1
58161,32,1,32,0,0,0,0,54,54383,4,21,24,2,0,2,1,12,33,8.039,0,0,0
58162,20,0,20,1,0,0,0,54,54383,4,16,24,2,0,0,0,12,33,0,1,1,1
58165,58,30,58,1,0,0,0,43,54398,3,19,24,4,1,0,0,15,40,0,1,1,1
58176,30,3,30,1,0,0,0,47,54431,4,-1,0,4,1,1,0,11,41,0,1,1,1
58177,48,20,48,1,0,0,0,55,54369,3,-5,0,2,0,0,0,9,35,0,1,1,1
58183,45,17,45,0,0,0,0,52,54389,2,35,36,3,1,2,1,14,32,9.369,0,0,0
58188,28,1,28,1,0,0,0,60,54388,3,8,12,1,3,0,0,7,31,0,1,1,1
58190,36,7,36,0,0,0,0,49,54377,6,38,48,3,0,3,2,14,35,9.059,0,0,0
58192,26,0,26,1,0,0,0,58,54376,5,40,48,2,2,4,2,9,32,9.358,0,0,0
58206,35,4,35,0,0,0,0,58,54411,7,31,36,1,0,0,0,7,34,0,1,1,1
58206,35,4,35,0,0,0,0,58,54411,7,31,36,1,0,0,0,7,34,0,1,1,1
58213,34,7,34,1,0,0,0,62,54373,3,13,24,1,1,0,0,13,24,0,1,1,1
58218,45,14,45,1,0,0,0,53,54404,2,7,12,3,1,2,1,13,33,9.363,0,0,0
58219,49,15,49,1,0,0,0,53,54404,2,-6,0,3,0,0,0,13,33,0,1,1,1
58224,32,4,32,1,0,0,0,62,54406,6,11,24,1,0,2,1,3,33,13.029,0,0,0
58226,80,53,80,1,0,0,0,62,54406,5,9,12,1,0,0,0,3,33,0,1,1,1
58233,35,6,35,1,0,0,0,55,54372,4,25,36,2,1,3,2,8,35,9.816,0,0,0
58240,54,23,54,0,0,0,0,50,54366,3,39,48,3,3,0,0,11,38,0,1,1,1
58245,28,0,28,0,0,0,0,55,54420,2,11,24,2,1,4,2,11,33,8.412,0,0,0
58245,28,0,28,0,0,0,0,55,54420,2,11,24,2,1,4,2,11,33,8.412,0,0,0
58247,23,0,23,0,0,0,0,55,54420,2,29,36,2,0,2,1,11,33,7.891,0,0,0
58258,36,4,36,1,0,0,0,35,54424,4,31,36,6,2,0,0,16,48,0,1,1,1
58266,33,5,33,1,0,0,0,65,54409,7,15,24,0,1,0,0,12,21,0,1,1,1
58271,36,4,36,0,1,1,0,77,54383,6,34,36,0,4,0,0,11,10,0,1,0,0
58286,31,3,31,0,0,0,0,67,54429,5,40,48,0,0,3,2,12,19,10.286,0,0,0
58302,41,11,41,1,0,0,0,57,54392,6,7,12,1,1,5,3,9,32,9.416,0,0,0
58308,39,7,39,0,0,0,0,55,54419,7,12,24,2,2,2,22,9,34,28.785,0,0,0
58315,29,0,29,0,0,0,0,55,54381,6,40,48,2,1,4,2,8,35,10.218,0,0,0
58315,29,0,29,0,0,0,0,55,54381,6,40,48,2,1,4,2,8,35,10.218,0,0,0
58317,37,7,37,1,0,0,0,55,54450,2,-5,0,2,0,0,0,10,34,0,1,1,1
58322,45,17,45,0,0,0,0,54,54404,5,16,24,2,3,4,2,17,28,9.041,0,0,0
58323,42,14,42,1,0,0,0,61,54391,4,34,36,1,2,0,0,14,23,0,1,1,1
58332,45,17,45,1,0,0,0,48,54448,6,29,36,3,0,2,1,9,41,8.066,0,0,0
58335,55,27,55,0,0,0,0,49,54374,5,18,24,3,0,3,2,13,36,10.32,0,0,0
58335,55,27,55,0,0,0,0,49,54374,5,18,24,3,0,3,2,13,36,10.32,0,0,0
58339,48,21,48,0,0,0,0,63,54448,1,39,48,1,1,2,1,11,24,12.419,0,0,0
58352,53,24,53,1,0,0,0,53,54377,4,30,36,2,0,0,0,9,37,0,1,1,1
58355,46,19,46,0,0,0,0,41,54373,3,9,12,4,0,0,0,11,46,0,1,1,1
58367,40,6,40,0,0,0,0,54,54406,7,26,36,2,0,4,2,9,35,12.56,0,0,0
58377,52,20,52,1,0,0,0,36,54381,1,39,48,5,2,0,0,13,49,0,1,1,1
58380,36,7,36,1,0,0,0,57,54363,7,41,48,2,1,0,0,11,31,0,1,1,1
58381,38,12,38,0,0,0,0,57,54363,7,11,24,2,0,0,0,11,31,0,1,1,1
58382,69,34,69,0,0,0,0,57,54363,6,-1,0,2,3,1,0,11,31,0,1,1,1
58385,39,14,39,1,0,0,0,55,54375,7,19,24,2,0,0,0,8,36,0,1,1,1
58387,43,13,43,1,0,0,0,48,54395,2,31,36,3,1,0,0,15,35,0,1,1,1
58389,21,0,21,0,0,0,0,51,54428,3,40,48,2,0,3,1,7,40,12.882,0,0,0
58389,21,0,21,0,0,0,0,51,54428,3,40,48,2,0,3,1,7,40,12.882,0,0,0
58395,29,2,29,0,0,0,0,57,54419,6,20,24,2,1,0,0,8,33,0,1,1,1
58429,34,2,34,1,0,0,0,66,54399,3,41,48,0,0,0,0,11,22,0,1,1,1
58429,34,2,34,1,0,0,0,66,54399,3,41,48,0,0,0,0,11,22,0,1,1,1
58439,37,5,37,0,0,0,0,38,54414,3,40,48,5,0,0,26,14,46,33.156,0,0,0
58439,37,5,37,0,0,0,0,38,54414,3,40,48,5,0,0,26,14,46,33.156,0,0,0
58440,41,13,41,0,0,0,0,38,54414,3,11,12,5,1,0,0,14,46,0,1,1,1
58453,49,19,49,0,0,0,0,58,54389,1,25,36,2,0,0,0,12,29,0,1,1,1
58456,36,6,36,1,0,0,0,57,54449,3,27,36,2,0,0,0,12,30,0,1,1,1
58456,36,6,36,1,0,0,0,57,54449,3,27,36,2,0,0,0,12,30,0,1,1,1
58458,25,0,25,1,0,0,0,46,54407,5,29,36,4,0,4,2,15,37,9.93,0,0,0
58470,28,0,28,1,0,0,0,52,54404,3,41,48,3,1,2,19,15,32,25.35,0,0,0
58470,28,0,28,1,0,0,0,52,54404,3,41,48,3,1,2,19,15,32,25.35,0,0,0
58472,54,23,54,1,0,0,0,70,54448,6,9,12,0,3,0,0,10,19,0,1,1,1
58480,43,13,43,1,0,0,0,53,54357,5,17,24,2,1,0,0,7,38,0,1,1,1
58480,43,13,43,1,0,0,0,53,54357,5,17,24,2,1,0,0,7,38,0,1,1,1
58481,34,7,34,0,0,0,0,53,54357,5,25,36,2,0,2,2,7,38,8.435,0,0,0
58485,45,15,45,1,0,0,0,60,54366,2,30,36,1,1,4,4,8,31,11.391,0,0,0
58493,45,15,45,1,0,0,0,57,54397,2,12,24,2,1,2,1,10,32,7.271,0,0,0
58498,35,8,35,1,0,0,0,57,54386,3,-6,0,2,0,0,0,13,28,0,1,1,1
58511,55,31,55,0,0,0,0,52,54406,2,22,24,2,2,3,17,10,36,24.095,0,0,0
58514,65,35,65,1,0,0,0,57,54446,5,9,12,2,1,3,1,9,32,9.827,0,0,0
58533,43,13,43,0,0,0,0,31,54361,3,15,24,6,2,0,0,23,45,0,1,1,1
58534,58,30,58,0,0,0,0,53,54394,1,-4,0,2,2,0,0,11,35,0,1,1,1
58535,69,42,69,1,0,0,0,66,54351,1,10,12,0,1,0,0,8,25,0,1,1,1
58553,54,21,54,1,0,0,0,60,54440,3,13,24,1,1,0,0,13,25,0,1,1,1
58560,24,0,24,0,0,0,0,55,54435,6,5,12,2,4,0,0,16,27,0,1,1,1
58560,24,0,24,0,0,0,0,55,54435,6,5,12,2,4,0,0,16,27,0,1,1,1
58566,30,0,30,0,0,0,0,61,54352,3,11,24,1,0,0,0,8,30,0,1,1,1
58573,51,16,51,0,0,0,0,55,54398,2,30,36,2,0,0,0,10,33,0,1,1,1
58576,51,20,51,0,0,0,0,52,54402,4,8,12,3,0,0,0,20,27,0,1,1,1
58577,43,14,43,0,0,0,0,52,54402,5,10,12,3,1,1,1,20,27,10.5,0,0,0
58582,44,16,44,1,0,0,0,45,54390,2,27,36,4,1,0,0,9,44,0,1,1,1
58589,21,0,21,0,0,0,0,65,54379,2,41,48,0,2,4,3,13,21,13.979,0,0,0
58602,39,9,39,0,0,0,0,61,54431,4,6,12,1,0,0,5,9,29,12.001,0,0,0
58607,19,0,19,1,0,0,0,49,54402,6,32,36,3,1,0,0,8,42,0,1,1,1
58615,42,12,42,1,0,0,0,57,54360,3,35,48,2,1,6,19,11,31,25.739,0,0,0
58616,53,22,53,0,0,0,0,57,54360,2,32,36,2,1,0,0,11,31,0,1,1,1
58616,53,22,53,0,0,0,0,57,54360,2,32,36,2,1,0,0,11,31,0,1,1,1
58623,58,31,58,0,0,0,0,49,54407,2,7,12,3,2,2,1,9,40,8.953,0,0,0
58625,56,27,56,0,0,0,0,61,54373,6,41,48,1,0,0,0,14,24,0,1,1,1
58628,42,15,42,1,0,0,0,54,54366,3,41,48,2,0,0,14,6,38,20.99,0,0,0
58628,42,15,42,1,0,0,0,54,54366,3,41,48,2,0,0,14,6,38,20.99,0,0,0
58630,38,8,38,1,0,0,0,54,54384,4,41,48,2,0,3,1,13,32,7.799,0,0,0
58631,47,17,47,1,0,1,0,34,54437,5,15,24,6,0,3,2,10,54,8.584,0,0,0
58640,33,2,33,1,0,0,0,58,54371,4,15,24,2,1,0,0,12,29,0,1,1,1
58640,33,2,33,1,0,0,0,58,54371,4,15,24,2,1,0,0,12,29,0,1,1,1
58644,44,13,44,1,0,0,0,54,54415,2,24,36,2,1,0,0,10,34,0,1,1,1
58644,44,13,44,1,0,0,0,54,54415,2,24,36,2,1,0,0,10,34,0,1,1,1
58652,37,9,37,1,0,0,0,48,54443,3,22,24,3,1,0,0,12,39,0,1,1,1
58666,40,9,40,1,0,0,0,51,54371,3,11,24,3,2,0,0,3,44,0,1,1,1
58667,36,11,36,0,0,0,0,54,54359,7,-2,0,2,0,2,0,9,36,0,1,1,1
58672,17,0,17,1,0,0,0,72,54449,7,25,36,0,2,2,2,10,17,8.792,0,0,0
58675,18,0,18,0,0,0,0,57,54393,4,24,36,2,0,0,0,11,31,0,1,1,1
58714,41,9,41,0,0,0,0,70,54632,2,-3,0,0,3,0,0,9,20,0,1,1,1
58714,41,9,41,0,0,0,0,70,54632,2,-3,0,0,3,0,0,9,20,0,1,1,1
58715,49,24,49,1,0,0,0,70,54632,1,-5,0,0,0,0,0,9,20,0,1,1,1
58716,48,18,48,0,0,0,0,46,54622,6,6,12,4,0,0,0,16,36,0,1,1,1
58717,44,13,44,0,0,0,0,53,54616,2,28,36,3,1,5,2,9,36,8.777,0,0,0
58717,44,13,44,0,0,0,0,53,54616,2,28,36,3,1,5,2,9,36,8.777,0,0,0
58724,44,18,44,1,0,0,1,50,54650,2,10,12,3,1,1,4,15,33,11.424,0,0,0
58727,28,0,28,1,0,0,0,46,54584,6,24,36,4,0,0,0,21,31,0,1,1,1
58727,28,0,28,1,0,0,0,46,54584,6,24,36,4,0,0,0,21,31,0,1,1,1
58728,25,0,25,1,0,0,0,52,54628,3,35,48,3,1,3,1,9,37,12.16,0,0,0
58728,25,0,25,1,0,0,0,52,54628,3,35,48,3,1,3,1,9,37,12.16,0,0,0
58729,54,23,54,0,0,0,0,52,54628,2,-6,0,3,0,2,0,9,37,0,1,1,1
58729,54,23,54,0,0,0,0,52,54628,2,-6,0,3,0,2,0,9,37,0,1,1,1
58745,40,7,40,1,0,0,0,58,54635,3,28,36,2,1,0,0,12,29,0,1,1,1
58763,32,4,32,0,0,0,0,65,54581,4,22,24,0,0,3,1,9,24,13.032,0,0,0
58771,30,0,30,0,0,0,0,52,54619,5,17,24,3,0,2,1,18,29,7.479,0,0,0
58773,40,12,40,1,0,0,0,52,54559,6,-6,0,3,1,0,0,6,40,0,1,1,1
58806,67,35,67,1,0,0,0,52,54590,1,5,12,3,1,0,0,7,40,0,1,1,1
58808,37,2,37,1,0,0,0,56,54648,5,34,36,2,3,0,0,7,35,0,1,1,1
58824,28,0,28,1,0,0,0,53,54611,3,30,36,3,0,0,0,14,31,0,1,1,1
58829,18,0,18,1,0,0,0,54,54609,2,19,24,2,0,0,14,7,38,20.613,0,0,0
58829,18,0,18,1,0,0,0,54,54609,2,19,24,2,0,0,14,7,38,20.613,0,0,0
58839,66,38,66,0,0,0,0,55,54598,6,22,24,2,1,0,0,16,27,0,1,1,1
58843,54,27,54,1,0,0,0,48,54573,4,32,36,4,1,5,3,19,32,11.6,0,0,0
58854,45,17,45,1,0,0,0,52,54556,6,6,12,3,1,0,0,18,29,0,1,1,1
58858,52,23,52,0,0,0,0,57,54644,6,24,36,2,1,2,1,11,30,8.294,0,0,0
58858,52,23,52,0,0,0,0,57,54644,6,24,36,2,1,2,1,11,30,8.294,0,0,0
58866,19,0,19,1,0,0,0,67,54619,6,24,36,0,1,5,3,9,22,10.373,0,0,0
58903,35,5,35,1,0,0,0,61,54630,7,14,24,1,1,0,0,13,25,0,1,1,1
58903,35,5,35,1,0,0,0,61,54630,7,14,24,1,1,0,0,13,25,0,1,1,1
58907,46,18,46,1,0,0,0,48,54554,2,22,24,3,1,6,29,11,40,36.249,0,0,0
58915,13,0,13,0,0,0,0,63,54593,3,16,24,1,1,0,0,2,34,0,1,1,1
58915,13,0,13,0,0,0,0,63,54593,3,16,24,1,1,0,0,2,34,0,1,1,1
58922,51,19,51,1,0,0,0,51,54644,6,-6,0,3,6,0,0,8,40,0,1,0,0
